,age_cat,priors_count,two_year_recid,race_cat,gender_cat,charge_cat,length_stay
1537,1.0,1.0,1,1,0,1,0.0
1540,1.0,0.5,1,1,1,0,0.5
1541,0.5,1.0,0,1,0,1,0.0
1542,1.0,0.5,0,1,0,1,0.5
1544,0.5,0.5,1,1,1,1,0.5
1545,0.5,0.0,0,0,1,0,0.0
1546,0.5,0.5,0,1,0,0,0.0
1547,1.0,0.0,0,0,0,1,0.0
1548,0.0,0.0,0,0,0,0,0.0
1549,0.5,1.0,1,0,0,1,0.0
1552,1.0,1.0,1,0,0,1,0.0
1554,0.0,0.5,1,0,1,1,0.5
1555,0.5,0.0,1,0,0,0,0.0
1556,0.0,0.0,1,1,0,1,0.0
1558,0.5,0.5,0,0,0,0,0.0
1559,0.5,1.0,1,0,0,1,0.0
1560,0.5,1.0,1,0,0,1,0.5
1561,0.0,0.0,0,0,0,1,0.0
1562,0.5,0.5,1,1,0,1,0.0
1563,1.0,0.0,0,1,1,0,0.0
1564,1.0,0.5,0,1,1,1,0.0
1566,0.5,1.0,0,0,0,1,0.0
1567,0.5,0.5,0,0,0,0,0.0
1568,1.0,1.0,1,0,0,1,0.0
1569,0.5,1.0,0,0,0,1,0.0
1570,0.0,0.0,0,0,1,1,0.0
1571,1.0,0.5,0,0,1,1,0.0
1573,1.0,0.5,0,1,1,0,0.0
1575,0.5,1.0,0,0,1,1,0.0
1576,0.5,1.0,0,1,0,1,0.0
1578,0.5,0.5,1,1,1,0,0.5
1579,1.0,0.0,0,1,0,1,0.0
1580,0.5,0.0,1,1,0,0,0.0
1582,0.5,0.5,0,0,0,1,0.0
1583,0.5,1.0,1,1,0,1,0.5
1584,1.0,1.0,1,1,0,1,0.5
1585,0.5,1.0,1,0,0,1,0.5
1587,0.5,0.5,0,1,0,1,0.0
1588,1.0,1.0,1,0,0,1,0.0
1589,0.0,0.0,0,1,1,1,0.0
1590,0.5,0.0,0,0,0,1,0.0
1595,0.0,1.0,1,0,0,1,0.0
1597,1.0,0.5,0,0,0,0,0.5
1598,0.5,1.0,1,0,0,1,0.5
1599,0.0,0.0,1,1,0,1,0.0
1600,0.0,0.0,1,0,0,1,0.5
1601,1.0,0.0,0,1,0,0,0.0
1602,1.0,1.0,1,1,1,0,0.5
1604,0.5,1.0,0,1,0,1,0.0
1606,0.5,0.0,0,0,0,1,0.0
1607,1.0,0.5,1,1,0,1,0.5
1609,1.0,1.0,0,0,0,1,0.5
1610,0.5,0.5,0,0,0,1,0.0
1611,0.5,1.0,0,0,0,1,0.0
1614,0.5,1.0,0,1,0,0,1.0
1615,1.0,1.0,1,0,0,1,0.0
1617,0.5,1.0,1,0,0,1,0.0
1618,0.5,1.0,1,1,0,1,0.0
1619,0.5,0.0,0,0,0,1,0.0
1620,0.5,1.0,1,0,0,0,0.0
1621,0.5,0.5,0,0,0,1,0.0
1622,0.5,0.0,0,0,0,0,0.0
1623,1.0,0.0,0,1,0,0,0.0
1624,0.5,0.5,0,0,1,1,0.0
1625,0.5,1.0,0,1,1,0,0.0
1626,0.5,0.5,1,0,0,1,0.5
1627,1.0,0.0,1,1,1,0,0.0
1629,0.5,1.0,1,0,0,1,0.0
1630,0.5,1.0,1,1,1,1,0.5
1631,0.0,0.5,1,0,1,1,0.0
1632,0.0,0.0,0,1,0,1,0.0
1635,1.0,0.5,0,1,0,0,0.0
1636,1.0,0.5,1,1,0,1,0.5
1637,0.0,0.0,0,0,0,1,0.0
1639,0.5,1.0,1,0,1,1,0.0
1640,0.0,0.0,1,1,0,0,0.0
1641,0.5,1.0,0,0,0,0,0.0
1642,0.0,0.5,1,0,0,1,0.5
1644,0.5,1.0,1,0,0,1,0.0
1645,0.0,1.0,1,0,0,1,0.0
1646,0.5,1.0,1,0,0,1,0.0
1647,0.5,1.0,0,0,0,1,0.5
1648,0.0,0.5,0,0,0,1,0.0
1649,0.5,1.0,0,0,0,1,0.5
1651,0.5,1.0,1,0,0,1,0.0
1652,0.5,1.0,1,0,0,1,0.5
1653,0.0,0.5,0,0,1,1,0.0
1654,1.0,1.0,0,0,0,1,0.0
1656,0.5,0.0,0,1,0,1,0.0
1657,1.0,0.0,0,1,0,0,1.0
1658,0.5,1.0,1,0,0,1,1.0
1659,0.5,0.0,1,0,0,0,0.0
1660,0.0,0.0,1,0,0,1,0.0
1661,0.5,1.0,0,0,0,0,0.5
1662,0.0,0.0,1,1,0,0,0.0
1663,1.0,0.5,1,1,0,1,0.5
1664,1.0,1.0,0,0,0,0,0.5
1665,0.5,0.0,0,0,1,0,0.0
1666,1.0,0.5,0,1,0,0,0.5
1667,0.5,1.0,1,0,1,0,0.5
1668,0.0,0.0,0,1,0,1,0.0
1669,1.0,0.5,0,1,0,1,0.0
1670,0.5,1.0,1,0,0,1,1.0
1671,0.5,1.0,0,0,0,1,0.5
1672,0.5,1.0,1,1,0,1,0.5
1673,1.0,0.0,0,0,0,1,0.0
1674,0.5,0.5,1,0,0,1,0.0
1675,1.0,0.5,0,0,0,0,0.0
1677,1.0,1.0,0,1,1,1,0.5
1678,0.0,0.0,0,0,0,1,0.0
1679,0.5,1.0,0,0,0,1,0.5
1680,0.0,0.0,1,1,0,1,0.0
1681,0.5,0.5,1,1,1,1,0.5
1684,0.5,0.5,0,0,0,0,0.0
1685,0.5,0.5,0,1,0,0,0.5
1686,1.0,1.0,1,0,0,1,1.0
1687,0.5,0.0,0,1,0,0,0.0
1688,0.0,1.0,1,0,0,1,0.5
1689,0.5,0.5,1,0,1,1,0.0
1690,0.5,1.0,1,1,1,1,0.0
1691,0.0,0.5,0,1,0,1,0.5
1692,0.5,0.5,1,1,1,1,0.5
1693,0.0,0.5,1,1,0,1,0.0
1695,0.5,0.0,0,0,1,0,0.0
1696,1.0,0.5,0,1,0,1,0.5
1697,0.5,1.0,1,0,0,1,0.0
1698,1.0,1.0,0,1,0,0,0.0
1699,0.5,1.0,0,1,1,1,0.5
1700,0.0,0.5,0,0,0,1,0.0
1701,0.5,0.5,0,1,0,1,0.5
1704,0.0,0.5,1,0,0,0,0.5
1705,0.5,0.0,1,1,0,0,0.0
1706,0.5,0.5,0,0,1,1,0.5
1707,1.0,0.5,0,0,0,1,0.5
1710,1.0,1.0,0,0,0,1,0.0
1711,0.5,1.0,1,0,0,1,0.0
1713,0.5,1.0,0,0,0,1,0.0
1714,1.0,0.0,0,1,1,0,0.0
1715,0.5,0.0,1,0,0,0,0.0
1716,0.5,1.0,0,0,0,1,0.0
1717,1.0,0.5,0,0,0,1,1.0
1718,0.5,0.5,0,0,1,0,0.0
1720,1.0,0.0,0,1,0,1,0.0
1721,0.5,1.0,0,1,0,1,0.0
1722,1.0,0.0,0,0,0,1,0.0
1724,0.5,1.0,1,0,0,1,1.0
1725,0.5,0.5,0,0,0,1,0.5
1726,0.5,1.0,1,0,0,0,0.0
1727,0.5,0.5,1,1,0,1,0.5
1728,0.5,1.0,0,0,0,1,0.0
1729,1.0,0.0,1,0,0,1,0.0
1731,0.5,1.0,0,0,0,1,0.5
1732,1.0,1.0,0,1,0,1,0.0
1733,1.0,1.0,1,0,0,1,1.0
1734,0.5,1.0,1,1,0,1,0.5
1735,0.5,1.0,1,1,0,1,0.0
1736,0.0,0.0,0,1,0,0,0.0
1737,0.5,0.0,0,0,0,0,0.0
1740,0.5,0.0,0,1,0,1,0.0
1741,0.5,0.5,1,1,0,0,0.0
1743,1.0,0.5,0,1,0,1,0.0
1744,0.5,0.0,0,0,1,1,0.0
1745,1.0,1.0,0,0,0,0,0.0
1746,0.5,1.0,0,0,0,1,0.5
1747,0.5,0.5,0,0,0,0,0.0
1748,0.0,0.0,0,0,0,1,0.0
1749,1.0,0.5,0,1,0,1,0.0
1751,0.5,0.5,0,1,0,1,0.0
1752,0.5,1.0,1,1,1,1,0.5
1753,0.0,0.5,0,0,0,1,0.0
1754,0.5,0.0,1,0,0,1,0.5
1755,0.5,1.0,1,0,1,1,0.5
1756,0.0,0.0,0,1,0,1,0.0
1757,0.5,0.5,0,1,1,1,0.0
1759,0.5,1.0,1,0,0,1,0.0
1760,0.5,1.0,1,0,0,1,0.0
1761,0.0,0.5,0,0,0,1,0.0
1762,0.5,0.5,1,1,0,1,0.0
1763,0.0,0.5,0,1,0,1,0.0
1764,0.0,0.0,0,0,0,0,0.0
1765,0.5,0.0,0,1,1,0,0.0
1766,0.5,0.0,0,0,0,1,0.0
1767,0.5,0.5,0,0,0,1,0.0
1768,0.5,0.5,0,0,0,1,0.0
1769,1.0,0.0,0,1,0,0,0.0
1770,0.0,0.0,0,0,1,1,0.0
1771,0.5,0.5,0,0,1,0,0.0
1772,1.0,0.0,0,1,0,0,0.0
1773,0.5,0.5,1,0,0,1,0.5
1774,0.5,0.5,0,0,1,0,0.0
1775,1.0,1.0,1,1,1,1,0.0
1776,1.0,0.0,0,0,0,0,0.0
1778,0.5,0.5,0,0,0,1,0.0
1780,1.0,0.0,1,1,1,1,0.0
1781,0.0,0.0,0,0,0,1,0.0
1782,1.0,0.5,0,0,0,1,0.0
1783,0.5,0.0,1,0,0,1,0.5
1784,0.5,0.5,0,0,1,1,0.0
1785,0.5,1.0,0,1,0,1,0.0
1786,0.5,1.0,0,0,0,0,0.5
1787,0.5,0.0,1,1,0,1,0.0
1788,0.5,1.0,0,1,0,0,0.0
1790,0.5,1.0,1,1,0,1,0.5
1791,0.5,0.0,1,0,1,1,0.0
1792,0.0,0.5,1,0,0,1,0.0
1796,0.5,1.0,1,0,0,1,0.5
1797,1.0,1.0,1,1,0,1,0.0
1799,0.0,0.5,1,0,0,1,0.5
1801,1.0,1.0,1,0,0,1,1.0
1803,0.5,1.0,1,0,0,1,0.0
1804,0.5,1.0,1,1,0,1,0.0
1805,0.5,1.0,1,0,0,1,0.0
1807,0.5,1.0,1,0,0,1,0.0
1808,0.5,0.5,1,1,1,1,0.5
1809,0.5,0.0,0,1,0,1,0.0
1810,1.0,0.5,1,1,0,0,0.0
1811,0.0,0.5,1,1,0,1,1.0
1812,0.5,0.0,0,1,0,0,0.0
1813,0.5,1.0,0,0,0,0,0.0
1814,0.5,1.0,0,0,0,1,0.0
1816,1.0,0.0,0,1,0,0,0.5
1817,0.5,1.0,1,0,0,1,0.0
1818,0.5,0.0,0,1,1,0,0.0
1819,0.5,0.0,0,0,0,1,0.0
1820,0.5,1.0,0,1,0,0,0.0
1821,0.5,0.5,0,0,0,1,0.0
1822,0.0,0.5,1,0,0,1,0.0
1823,0.5,0.5,0,1,0,0,0.0
1824,0.5,0.0,0,0,1,0,0.0
1825,0.5,1.0,1,0,0,1,0.5
1826,1.0,0.5,1,1,0,0,0.0
1828,0.5,0.5,0,1,0,0,0.0
1829,0.0,0.5,1,0,0,0,0.0
1830,1.0,1.0,1,0,1,0,1.0
1831,0.5,1.0,1,1,0,0,0.0
1832,0.5,1.0,0,1,0,0,0.5
1833,0.5,0.5,0,0,0,0,0.0
1835,1.0,0.0,0,1,0,0,0.0
1836,0.5,1.0,1,0,0,0,0.5
1837,0.5,0.5,0,0,0,1,0.5
1838,0.5,0.0,1,0,1,1,0.0
1839,1.0,0.0,0,1,0,1,0.0
1841,0.5,0.0,0,1,0,0,0.0
1842,0.5,1.0,0,0,0,0,0.0
1843,0.5,1.0,0,0,0,1,1.0
1844,0.5,1.0,1,1,0,0,0.0
1845,0.5,0.0,1,0,0,0,0.0
1846,0.0,0.0,0,0,0,0,0.0
1847,0.5,0.0,0,1,0,0,0.0
1848,0.5,1.0,1,0,0,0,0.0
1849,1.0,1.0,0,0,0,1,0.5
1851,0.5,0.5,0,0,0,1,1.0
1852,0.0,0.0,0,0,0,1,0.0
1853,0.5,1.0,1,0,0,0,0.5
1854,0.5,1.0,1,1,0,0,0.0
1855,0.5,0.5,0,1,0,1,0.0
1856,0.0,0.0,1,0,0,1,0.0
1857,1.0,0.0,0,1,0,0,0.0
1858,0.5,0.5,0,1,1,1,0.5
1860,0.0,0.5,1,1,0,1,0.0
1861,0.0,0.0,1,0,1,0,0.0
1863,1.0,1.0,0,0,0,1,0.0
1865,0.5,1.0,1,1,0,1,0.0
1867,1.0,0.5,0,0,1,0,0.5
1868,0.0,0.5,0,1,0,0,0.0
1869,0.0,0.0,1,0,0,1,0.5
1870,0.5,0.0,0,1,0,0,0.0
1872,1.0,1.0,1,1,0,1,0.5
1873,0.5,0.5,1,1,0,1,0.0
1874,0.0,0.0,1,1,0,0,0.0
1876,0.5,0.0,0,0,0,1,0.0
1877,0.5,1.0,1,0,0,1,0.0
1878,0.5,0.5,1,0,1,0,0.0
1879,0.5,1.0,0,0,0,1,0.0
1880,0.5,0.5,0,0,0,1,1.0
1881,0.5,1.0,1,1,0,1,0.0
1882,0.5,0.0,0,0,0,1,0.0
1883,0.5,0.5,1,0,0,1,0.0
1885,0.5,1.0,1,0,0,1,0.0
1886,0.0,0.5,1,0,0,1,0.0
1887,0.5,0.0,0,1,0,1,0.0
1890,0.0,0.5,1,0,0,0,0.5
1891,0.0,0.0,1,0,0,1,0.0
1892,0.5,1.0,1,1,0,1,0.5
1893,0.5,0.5,1,0,0,0,0.0
1894,0.5,1.0,1,0,0,1,0.0
1895,0.0,1.0,1,0,1,0,0.5
1896,0.5,0.0,0,1,0,0,0.0
1897,1.0,1.0,0,1,0,1,1.0
1898,0.5,1.0,1,1,0,1,0.0
1899,0.5,1.0,1,0,0,1,0.0
1900,0.5,1.0,1,0,0,1,0.0
1901,0.5,1.0,1,0,0,1,0.5
1902,0.5,0.0,0,0,0,0,0.0
1903,1.0,1.0,1,0,1,1,0.5
1905,1.0,0.5,0,0,0,1,0.5
1906,0.5,1.0,0,0,0,1,0.5
1907,0.5,1.0,1,0,0,1,0.5
1908,0.5,0.5,1,1,0,1,0.5
1909,0.5,0.0,0,1,1,0,0.0
1910,0.5,1.0,1,1,0,1,0.5
1911,0.0,0.5,0,0,0,0,0.0
1912,0.5,1.0,1,0,0,1,0.5
1913,0.5,0.0,0,1,0,0,0.0
1914,0.5,0.5,1,0,0,1,0.5
1915,0.0,0.5,1,0,0,1,0.0
1916,0.0,0.0,0,0,0,1,0.0
1917,0.5,0.0,0,1,0,0,0.0
1919,0.5,1.0,0,0,0,0,0.5
1920,0.5,0.5,0,0,0,1,1.0
1921,0.5,0.5,1,1,0,1,0.5
1922,0.5,0.5,0,1,0,0,0.0
1924,1.0,1.0,0,0,0,0,0.0
1927,0.0,0.0,1,0,0,1,0.0
1928,0.5,1.0,1,0,0,1,0.0
1929,0.5,0.5,0,0,0,0,0.0
1930,0.0,0.0,0,1,0,1,0.0
1931,0.5,1.0,1,0,0,0,1.0
1932,0.5,0.0,0,0,0,1,0.0
1933,0.5,0.5,0,0,0,1,0.0
1934,0.5,1.0,1,0,0,1,0.0
1935,0.5,0.5,1,0,0,1,0.0
1936,1.0,0.0,0,1,0,0,0.0
1937,0.5,0.5,0,0,0,1,0.5
1938,0.0,0.0,1,1,0,1,0.0
1939,0.5,0.5,0,0,0,1,0.0
1940,0.0,1.0,0,0,1,0,1.0
1941,0.5,0.0,0,1,0,1,0.0
1942,0.5,0.5,0,1,0,1,0.0
1943,1.0,0.5,1,1,0,1,0.5
1944,0.5,0.0,0,0,0,1,0.0
1945,0.0,0.0,0,0,0,1,0.0
1946,0.0,0.0,0,1,0,1,0.0
1947,0.5,0.5,0,0,0,0,0.0
1948,1.0,1.0,0,1,0,0,0.0
1949,0.5,0.5,0,0,0,0,0.0
1950,0.5,0.0,1,0,0,1,0.0
1951,0.5,0.5,0,0,0,0,0.0
1952,0.5,0.0,0,1,0,1,0.5
1953,0.0,0.5,1,1,0,1,0.5
1955,0.5,1.0,1,0,0,0,0.0
1956,1.0,0.5,1,1,0,0,0.0
1958,1.0,0.0,0,0,0,1,0.0
1960,1.0,1.0,1,0,0,1,1.0
1961,0.5,1.0,0,0,0,0,0.0
1963,0.5,1.0,0,0,0,1,0.5
1964,1.0,1.0,1,0,0,1,1.0
1965,0.5,0.0,0,1,1,1,0.0
1966,1.0,1.0,0,0,0,0,0.0
1967,1.0,0.0,1,1,0,1,0.0
1968,1.0,0.5,0,1,0,1,0.0
1969,1.0,0.0,0,1,0,0,0.0
1970,1.0,1.0,1,0,0,1,0.0
1971,0.5,0.0,0,0,1,1,0.0
1973,1.0,1.0,0,0,0,1,0.5
1975,0.5,1.0,1,0,0,1,0.5
1977,0.5,0.5,0,0,0,1,0.0
1978,0.5,1.0,1,0,0,1,0.5
1979,0.0,0.5,0,0,0,1,0.0
1980,0.5,0.5,1,1,0,0,0.0
1982,1.0,0.0,0,1,0,0,0.0
1983,0.0,0.5,1,0,0,1,0.0
1984,1.0,0.5,1,1,0,0,0.0
1985,1.0,0.0,1,1,0,0,0.5
1986,1.0,0.5,0,0,0,1,0.0
1987,0.5,1.0,1,0,1,1,0.5
1988,0.5,1.0,0,0,0,0,0.5
1989,0.5,1.0,1,0,0,1,0.0
1990,0.5,0.5,0,0,0,1,0.0
1991,1.0,1.0,1,0,0,1,1.0
1992,0.5,0.0,1,0,0,1,0.5
1993,0.5,1.0,0,0,0,1,0.5
1994,0.5,1.0,1,1,0,1,0.0
1995,0.5,1.0,0,0,0,1,0.0
1997,0.5,0.5,0,0,1,0,0.0
1998,0.5,1.0,0,1,0,1,1.0
1999,0.5,0.0,0,0,1,0,0.0
2001,1.0,1.0,0,1,1,0,0.5
2002,0.5,0.5,1,1,0,1,0.5
2003,1.0,0.5,0,0,0,1,0.0
2004,0.5,0.0,1,1,0,0,0.0
2005,0.5,1.0,0,0,1,0,0.0
2006,0.5,0.5,0,0,0,1,1.0
2007,0.5,1.0,0,0,0,1,0.0
2008,1.0,0.0,0,0,0,0,0.0
2009,0.5,0.5,0,0,0,0,0.0
2010,1.0,1.0,0,0,0,1,0.5
2011,0.5,0.0,0,0,0,1,0.0
2012,0.5,1.0,1,0,0,1,0.0
2013,0.5,0.0,0,0,0,0,0.0
2014,0.5,0.5,0,1,0,0,0.0
2015,0.5,0.5,0,0,1,1,0.0
2016,0.5,1.0,1,0,0,0,0.0
2017,0.5,1.0,0,0,0,1,0.0
2018,0.5,0.5,0,1,0,1,0.0
2019,0.5,1.0,1,0,1,1,0.5
2020,0.5,0.0,0,1,0,1,1.0
2021,1.0,1.0,0,1,0,0,0.0
2022,0.5,0.5,0,1,1,0,0.0
2023,0.5,0.5,0,0,0,1,0.0
2024,1.0,1.0,0,0,1,0,0.0
2025,0.0,0.0,0,0,0,1,0.5
2027,0.5,0.5,1,0,0,1,0.0
2028,0.0,0.0,0,0,1,0,0.0
2029,0.5,0.5,0,0,0,1,0.0
2030,0.0,0.5,0,1,1,1,0.0
2031,0.5,1.0,1,0,0,0,0.0
2032,1.0,0.0,0,0,0,1,0.0
2033,0.5,0.5,0,0,0,1,0.0
2035,1.0,0.0,0,1,0,0,0.0
2036,0.0,0.0,1,1,0,0,0.0
2038,0.5,0.0,0,0,0,1,0.0
2041,0.5,1.0,0,0,1,0,0.0
2042,0.0,0.5,1,0,0,1,0.5
2043,0.0,0.5,1,0,0,1,0.0
2044,0.5,0.5,0,0,0,0,0.0
2046,1.0,0.5,0,1,0,0,0.0
2047,1.0,0.5,0,0,0,1,0.0
2048,0.5,1.0,0,0,0,1,0.5
2051,0.0,0.5,1,0,0,0,0.0
2052,0.5,1.0,0,0,0,1,0.5
2053,0.5,0.0,0,1,1,0,0.0
2054,1.0,0.5,0,1,0,0,0.0
2055,0.5,1.0,1,0,0,1,0.5
2057,0.5,1.0,1,1,0,1,0.0
2058,1.0,1.0,1,0,0,1,0.5
2059,0.5,1.0,1,0,0,1,0.0
2061,0.5,1.0,0,1,1,1,0.5
2062,0.5,0.0,0,1,0,1,0.0
2065,1.0,1.0,0,1,0,1,0.0
2066,0.0,0.0,0,1,0,1,0.5
2067,0.5,0.5,0,0,0,1,0.0
2068,0.5,0.0,0,1,0,1,0.0
2069,0.0,0.5,1,0,0,1,0.0
2071,0.5,1.0,1,1,0,0,0.5
2072,0.5,0.0,0,1,0,0,0.5
2073,0.5,1.0,1,0,0,1,0.5
2074,0.5,0.5,1,1,0,1,0.0
2075,0.0,0.0,1,1,0,1,0.0
2076,0.5,1.0,1,0,0,1,0.5
2077,1.0,0.0,0,1,0,0,0.0
2078,0.5,0.0,1,0,1,0,0.0
2080,1.0,0.5,1,1,0,0,0.0
2081,0.5,1.0,0,0,0,1,0.0
2082,0.5,1.0,1,0,0,1,1.0
2083,0.0,1.0,1,1,0,1,0.0
2084,0.0,0.0,1,1,0,1,0.0
2085,0.5,0.5,0,0,0,1,0.5
2086,0.5,0.5,1,0,0,1,0.0
2087,0.5,0.5,0,1,1,1,0.0
2089,0.5,1.0,1,0,0,1,1.0
2090,0.0,0.0,0,0,0,1,0.0
2091,0.5,1.0,0,0,0,1,1.0
2092,0.5,0.0,0,1,0,0,0.0
2095,0.5,0.5,1,0,0,1,0.0
2096,0.0,0.0,0,1,1,1,0.5
2098,1.0,0.5,0,1,0,0,0.0
2099,0.5,1.0,0,0,0,1,0.0
2101,0.5,0.0,0,0,1,0,0.0
2102,0.0,0.5,0,0,0,1,1.0
2103,0.5,0.0,1,0,0,1,0.0
2105,1.0,0.0,0,1,0,0,0.0
2106,0.5,0.0,0,1,0,1,0.0
2108,0.5,1.0,0,0,0,1,0.0
2109,1.0,1.0,1,1,0,1,0.5
2110,0.0,0.0,1,0,0,1,0.0
2111,0.5,1.0,0,0,0,1,0.5
2112,0.5,0.5,1,1,0,1,0.5
2113,0.5,0.5,0,1,0,1,0.0
2114,1.0,1.0,0,0,1,1,0.0
2115,1.0,0.0,0,0,1,1,0.0
2116,0.5,1.0,0,1,0,1,0.0
2117,0.5,1.0,1,0,0,1,0.0
2118,0.5,0.0,0,1,0,0,0.0
2119,0.5,1.0,1,0,0,1,0.5
2120,0.5,1.0,0,0,1,1,0.0
2121,0.0,0.5,0,0,0,1,0.5
2122,1.0,0.5,1,0,1,1,0.5
2123,0.5,0.0,0,1,0,0,0.0
2124,0.5,0.5,0,1,0,1,0.0
2125,1.0,1.0,1,1,0,1,0.5
2126,1.0,0.5,0,1,0,1,0.0
2127,1.0,1.0,0,0,0,0,0.0
2129,1.0,1.0,1,0,0,1,0.5
2130,1.0,0.5,0,1,1,1,0.0
2131,0.5,1.0,1,0,1,0,0.0
2132,1.0,0.0,0,1,1,1,0.0
2133,0.5,0.0,0,0,0,0,0.0
2134,0.5,1.0,1,1,0,0,0.0
2135,0.0,0.5,1,0,0,1,0.5
2136,0.5,1.0,1,0,0,1,0.0
2137,0.0,0.5,1,0,0,1,0.5
2138,0.0,0.0,0,0,0,1,0.0
2139,0.5,1.0,1,0,0,1,0.0
2140,0.5,0.5,1,0,1,1,0.0
2141,0.5,0.5,1,1,0,1,0.5
2142,1.0,0.0,0,1,0,0,0.0
2143,0.5,1.0,1,1,0,1,0.0
2144,1.0,1.0,1,0,0,1,0.0
2146,0.0,0.5,1,0,0,1,1.0
2147,0.5,1.0,1,0,0,1,0.5
2148,0.5,1.0,0,0,0,1,0.5
2149,0.5,0.0,0,0,0,1,0.0
2150,0.5,1.0,1,0,0,0,0.0
2152,0.5,0.0,0,1,1,1,0.0
2155,0.5,1.0,0,1,0,0,0.0
2156,0.5,0.5,1,0,0,1,0.0
2157,1.0,1.0,1,1,0,1,0.5
2158,0.5,0.0,0,0,1,0,0.0
2159,0.5,0.5,1,1,1,1,0.5
2160,0.5,0.5,0,0,0,1,0.0
2161,1.0,0.5,0,1,1,1,0.0
2162,0.5,0.5,0,1,0,0,0.0
2163,0.5,1.0,1,1,0,1,0.0
2165,1.0,0.5,0,1,0,0,0.0
2166,0.5,0.5,0,1,0,1,0.0
2167,1.0,0.0,0,1,0,0,0.0
2168,0.5,1.0,1,1,1,0,0.5
2169,1.0,1.0,0,1,0,1,0.0
2170,0.5,0.0,0,1,1,1,0.0
2171,0.0,0.0,0,1,0,1,0.0
2172,0.0,0.0,1,0,0,1,0.0
2173,0.5,1.0,1,0,0,0,0.5
2174,1.0,0.0,0,1,0,0,0.0
2176,0.5,1.0,0,0,0,1,0.0
2177,0.0,0.5,1,0,1,1,0.0
2178,0.5,0.0,1,1,0,0,0.0
2179,0.5,0.5,1,0,0,1,0.5
2180,1.0,0.5,0,0,0,1,0.0
2181,0.5,0.5,1,1,0,1,0.0
2183,0.5,1.0,1,0,0,1,0.0
2184,0.0,0.0,0,0,0,0,0.0
2185,1.0,0.0,0,1,0,1,0.0
2186,0.5,1.0,1,0,0,0,0.5
2187,0.0,0.5,0,0,0,1,1.0
2188,0.5,0.0,1,0,0,0,0.0
2189,0.0,0.5,1,0,0,1,0.5
2190,0.5,0.5,1,0,0,1,1.0
2191,0.5,0.5,0,1,1,1,0.0
2192,0.5,1.0,1,0,1,1,0.0
2193,0.5,1.0,1,1,0,1,0.5
2194,0.5,0.0,1,0,0,0,0.0
2195,0.5,0.5,0,0,0,1,0.5
2196,0.5,0.5,1,0,1,1,0.0
2197,0.5,0.5,1,0,0,1,0.0
2198,1.0,0.5,0,1,0,1,1.0
2199,0.5,0.0,0,0,0,1,0.0
2200,0.5,0.5,0,0,0,1,0.0
2201,0.5,1.0,1,0,0,1,0.0
2202,1.0,1.0,1,0,0,1,0.5
2204,0.0,1.0,1,0,0,1,1.0
2206,0.0,0.5,1,0,0,1,1.0
2208,0.0,0.0,0,0,0,1,0.0
2213,1.0,0.5,0,0,1,1,0.0
2214,0.5,0.5,1,0,0,0,0.0
2215,1.0,1.0,1,0,0,1,0.5
2216,0.0,0.5,0,1,0,1,0.5
2218,0.5,1.0,1,1,0,1,0.0
2219,1.0,0.5,1,0,0,0,0.5
2220,1.0,0.0,0,1,0,0,0.0
2221,0.5,1.0,1,0,1,0,1.0
2222,1.0,0.0,0,1,0,0,0.0
2223,0.5,1.0,1,0,0,1,0.5
2224,0.0,0.5,1,1,0,1,1.0
2226,1.0,0.0,0,0,0,0,0.0
2228,0.0,0.5,1,0,0,1,0.0
2229,0.5,1.0,0,0,0,1,0.0
2230,1.0,0.5,1,0,0,0,0.5
2231,0.5,1.0,1,0,0,1,0.0
2232,1.0,0.5,0,0,0,1,0.0
2233,0.5,1.0,0,0,1,1,1.0
2234,0.0,0.0,1,1,0,0,0.5
2235,1.0,0.5,0,1,0,0,0.0
2236,0.0,0.0,1,1,1,1,0.0
2237,0.0,0.0,0,0,0,0,0.0
2238,1.0,0.5,0,0,0,1,0.0
2239,0.5,0.0,0,1,1,1,0.0
2240,0.5,0.0,0,1,0,0,0.0
2241,0.5,0.0,1,1,0,1,0.0
2242,0.5,0.5,1,0,0,1,0.0
2243,0.5,0.5,0,1,0,1,0.0
2244,0.5,0.5,1,0,0,0,0.0
2245,0.5,1.0,1,0,0,1,0.5
2246,0.5,0.5,0,0,0,1,0.0
2247,0.5,0.0,1,1,0,1,0.5
2248,0.5,0.5,0,1,1,1,0.0
2250,0.5,1.0,1,0,0,1,0.0
2251,0.5,0.0,0,1,1,0,0.0
2252,0.0,0.0,1,0,0,1,0.0
2253,0.5,0.0,0,0,1,0,0.0
2254,0.5,1.0,1,0,0,1,0.5
2255,0.0,0.0,0,1,1,1,0.0
2256,0.5,0.0,1,1,0,0,0.0
2257,0.5,0.0,0,1,0,1,0.0
2258,0.0,0.5,1,0,0,0,0.0
2259,1.0,0.0,1,1,0,1,0.0
2260,0.5,1.0,1,0,0,1,0.5
2261,0.5,0.0,1,1,0,1,0.0
2262,0.5,0.5,0,1,0,0,0.5
2263,0.5,0.5,1,0,0,0,0.0
2264,0.5,1.0,1,0,1,1,0.0
2265,0.5,1.0,1,0,0,0,0.0
2266,1.0,0.5,0,1,0,0,0.5
2267,0.5,0.5,0,0,0,1,0.0
2268,1.0,1.0,1,0,0,1,0.0
2269,0.5,1.0,1,0,0,1,0.5
